country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
ES;Spain;Basque Country;Gipuzkoa;;ES-SS;;ChIJzcnkHDg1UA0RcMrJc4L1BAM;5/7/21;-10;9;98;18;-30;-1
ES;Spain;Basque Country;Gipuzkoa;;ES-SS;;ChIJzcnkHDg1UA0RcMrJc4L1BAM;6/7/21;-9;17;46;2;-29;4
ES;Spain;Basque Country;Gipuzkoa;;ES-SS;;ChIJzcnkHDg1UA0RcMrJc4L1BAM;7/7/21;-12;12;47;0;-30;4
ES;Spain;Basque Country;Gipuzkoa;;ES-SS;;ChIJzcnkHDg1UA0RcMrJc4L1BAM;8/7/21;-9;16;45;2;-30;3
ES;Spain;Basque Country;Gipuzkoa;;ES-SS;;ChIJzcnkHDg1UA0RcMrJc4L1BAM;9/7/21;-16;5;86;11;-30;-1
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;1/1/21;-74;-80;-45;-69;-78;28
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;2/1/21;-29;-6;-35;-38;-22;12
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;3/1/21;-21;4;-38;-35;-15;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;4/1/21;-14;6;-34;-30;-36;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;5/1/21;-10;17;-21;-27;-37;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;6/1/21;-62;-72;-47;-54;-70;20
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;7/1/21;-30;-4;-47;-38;-37;15
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;8/1/21;-40;-13;-54;-46;-36;19
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;9/1/21;-39;-10;-51;-45;-24;15
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;10/1/21;-47;-21;-45;-48;-27;12
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;11/1/21;-30;-7;-41;-32;-19;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;12/1/21;-34;-10;-40;-35;-20;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;13/1/21;-35;-13;-42;-36;-20;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;14/1/21;-38;-17;-46;-39;-23;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;15/1/21;-41;-18;-47;-40;-24;12
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;16/1/21;-43;-20;-40;-49;-29;12
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;17/1/21;-50;-29;-36;-52;-32;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;18/1/21;-38;-18;-39;-38;-24;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;19/1/21;-41;-20;-36;-39;-24;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;20/1/21;-41;-20;-39;-39;-24;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;21/1/21;-41;-19;-41;-41;-23;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;22/1/21;-43;-20;-44;-41;-24;13
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;23/1/21;-46;-21;-39;-52;-30;13
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;24/1/21;-50;-28;-33;-53;-33;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;25/1/21;-40;-18;-39;-38;-23;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;26/1/21;-41;-20;-37;-38;-23;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;27/1/21;-40;-19;-37;-38;-22;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;28/1/21;-39;-19;-37;-38;-22;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;29/1/21;-40;-16;-35;-37;-22;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;30/1/21;-42;-18;-32;-49;-28;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;31/1/21;-46;-25;-29;-49;-32;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;1/2/21;-35;-12;-33;-38;-28;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;2/2/21;-46;-35;-23;-46;-46;14
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;3/2/21;-37;-10;-42;-37;-21;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;4/2/21;-42;-18;-57;-43;-23;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;5/2/21;-46;-20;-59;-45;-23;14
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;6/2/21;-43;-15;-51;-54;-29;14
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;7/2/21;-47;-25;-38;-51;-31;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;8/2/21;-36;-14;-39;-35;-21;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;9/2/21;-37;-15;-33;-35;-21;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;10/2/21;-37;-14;-38;-35;-19;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;11/2/21;-36;-13;-40;-36;-20;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;12/2/21;-39;-13;-41;-37;-20;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;13/2/21;-39;-12;-35;-47;-27;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;14/2/21;-39;-18;-26;-46;-29;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;15/2/21;-34;-12;-29;-39;-34;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;16/2/21;-48;-37;-30;-51;-53;16
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;17/2/21;-38;-9;-40;-37;-27;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;18/2/21;-38;-13;-40;-37;-24;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;19/2/21;-40;-13;-36;-38;-23;12
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;20/2/21;-44;-16;-41;-50;-28;13
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;21/2/21;-47;-22;-36;-48;-30;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;22/2/21;-37;-14;-34;-34;-18;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;23/2/21;-38;-16;-33;-34;-18;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;24/2/21;-37;-13;-37;-34;-18;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;25/2/21;-36;-11;-46;-35;-18;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;26/2/21;-36;-9;-42;-34;-18;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;27/2/21;-37;-11;-39;-47;-25;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;28/2/21;-43;-18;-39;-47;-29;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;1/3/21;-35;-10;-36;-31;-18;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;2/3/21;-35;-11;-35;-33;-18;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;3/3/21;-33;-8;-37;-32;-17;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;4/3/21;-33;-9;-37;-32;-17;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;5/3/21;-35;-10;-42;-34;-18;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;6/3/21;-37;-11;-43;-47;-26;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;7/3/21;-42;-19;-38;-46;-28;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;8/3/21;-36;-13;-43;-35;-19;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;9/3/21;-36;-12;-38;-34;-18;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;10/3/21;-35;-12;-40;-33;-17;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;11/3/21;-34;-12;-38;-33;-17;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;12/3/21;-35;-11;-38;-32;-16;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;13/3/21;-36;-13;-34;-44;-24;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;14/3/21;-41;-19;-32;-44;-28;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;15/3/21;-35;-12;-35;-32;-17;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;16/3/21;-36;-13;-31;-33;-17;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;17/3/21;-34;-11;-34;-32;-16;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;18/3/21;-33;-9;-36;-32;-16;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;19/3/21;-34;-10;-36;-33;-16;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;20/3/21;-38;-13;-32;-44;-25;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;21/3/21;-43;-19;-35;-45;-28;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;22/3/21;-39;-12;-37;-33;-18;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;23/3/21;-39;-13;-29;-33;-18;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;24/3/21;-37;-10;-35;-31;-17;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;25/3/21;-36;-8;-38;-30;-17;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;26/3/21;-38;-7;-36;-31;-19;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;27/3/21;-40;-8;-32;-41;-25;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;28/3/21;-45;-18;-31;-46;-28;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;29/3/21;-33;-7;-29;-35;-35;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;30/3/21;-32;-6;-18;-34;-35;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;31/3/21;-27;7;-25;-30;-35;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;1/4/21;-38;-12;-15;-46;-64;15
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;2/4/21;-57;-54;-15;-57;-72;24
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;3/4/21;-39;-5;-25;-45;-30;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;4/4/21;-44;-18;-28;-40;-28;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;5/4/21;-34;-5;-35;-29;-20;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;6/4/21;-34;-4;-31;-29;-17;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;7/4/21;-33;-5;-33;-29;-17;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;8/4/21;-34;-7;-35;-30;-16;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;9/4/21;-36;-9;-33;-31;-16;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;10/4/21;-38;-8;-25;-42;-23;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;11/4/21;-42;-15;-23;-42;-27;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;12/4/21;-34;-9;-31;-29;-16;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;13/4/21;-36;-10;-29;-30;-16;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;14/4/21;-36;-9;-37;-30;-16;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;15/4/21;-35;-8;-39;-29;-15;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;16/4/21;-37;-8;-38;-31;-15;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;17/4/21;-38;-9;-31;-43;-24;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;18/4/21;-42;-16;-28;-40;-27;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;19/4/21;-35;-9;-34;-29;-15;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;20/4/21;-36;-10;-30;-28;-16;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;21/4/21;-35;-9;-35;-29;-16;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;22/4/21;-35;-9;-34;-29;-14;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;23/4/21;-35;-8;-35;-29;-14;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;24/4/21;-36;-8;-30;-41;-23;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;25/4/21;-41;-14;-30;-40;-27;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;26/4/21;-33;-7;-35;-28;-15;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;27/4/21;-34;-8;-32;-28;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;28/4/21;-32;-6;-36;-28;-14;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;29/4/21;-33;-6;-42;-28;-14;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;30/4/21;-30;4;-41;-27;-18;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;1/5/21;-44;-37;-27;-41;-38;11
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;2/5/21;-23;19;-36;-34;-15;5
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;3/5/21;-31;-7;-30;-30;-29;9
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;4/5/21;-32;-3;-35;-26;-16;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;5/5/21;-30;-2;-38;-26;-14;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;6/5/21;-29;-4;-36;-27;-14;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;7/5/21;-30;-4;-34;-26;-13;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;8/5/21;-32;-7;-27;-37;-23;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;9/5/21;-37;-15;-23;-35;-25;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;10/5/21;-30;-6;-33;-25;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;11/5/21;-30;-6;-29;-24;-14;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;12/5/21;-29;-5;-34;-22;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;13/5/21;-30;-6;-37;-23;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;14/5/21;-30;-5;-34;-22;-15;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;15/5/21;-32;-9;-28;-35;-25;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;16/5/21;-38;-18;-29;-33;-26;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;17/5/21;-30;-7;-31;-21;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;18/5/21;-30;-8;-28;-21;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;19/5/21;-30;-6;-33;-23;-14;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;20/5/21;-28;-5;-29;-25;-13;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;21/5/21;-29;-5;-26;-22;-13;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;22/5/21;-33;-9;-24;-34;-22;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;23/5/21;-38;-18;-30;-31;-26;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;24/5/21;-28;-4;-30;-22;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;25/5/21;-29;-5;-28;-23;-14;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;26/5/21;-27;-3;-31;-22;-14;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;27/5/21;-26;-1;-30;-20;-13;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;28/5/21;-26;-1;-25;-19;-16;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;29/5/21;-29;-6;-18;-31;-21;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;30/5/21;-35;-15;-22;-29;-24;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;31/5/21;-26;-2;-26;-20;-20;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;1/6/21;-26;-1;-22;-18;-15;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;2/6/21;-25;0;-26;-18;-14;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;3/6/21;-24;2;-30;-19;-13;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;4/6/21;-24;1;-28;-18;-13;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;5/6/21;-27;-4;-21;-29;-21;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;6/6/21;-33;-13;-22;-26;-24;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;7/6/21;-25;-1;-28;-18;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;8/6/21;-25;-2;-22;-18;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;9/6/21;-24;0;-27;-17;-16;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;10/6/21;-25;-1;-25;-19;-16;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;11/6/21;-27;-2;-24;-18;-15;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;12/6/21;-30;-6;-18;-29;-22;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;13/6/21;-34;-14;-22;-26;-26;5
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;14/6/21;-26;-3;-24;-19;-18;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;15/6/21;-26;-3;-19;-18;-17;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;16/6/21;-25;-1;-22;-18;-19;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;17/6/21;-26;-3;-25;-20;-20;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;18/6/21;-28;-5;-25;-22;-21;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;19/6/21;-33;-9;-24;-31;-26;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;20/6/21;-35;-16;-22;-24;-29;5
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;21/6/21;-26;-4;-23;-19;-24;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;22/6/21;-25;-2;-16;-20;-23;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;23/6/21;-23;-1;-19;-17;-23;5
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;24/6/21;-28;-15;-19;-26;-41;10
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;25/6/21;-24;0;-20;-21;-28;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;26/6/21;-31;-6;-15;-28;-25;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;27/6/21;-34;-12;-17;-21;-28;4
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;28/6/21;-24;-2;-19;-17;-28;7
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;29/6/21;-24;-3;-16;-19;-29;5
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;30/6/21;-20;1;-20;-17;-27;5
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;1/7/21;-19;3;-18;-14;-30;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;2/7/21;-26;-2;-21;-19;-30;8
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;3/7/21;-27;-2;-13;-24;-24;5
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;4/7/21;-28;-6;-13;-19;-26;4
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;5/7/21;-17;5;-8;-10;-30;6
ES;Spain;Canary Islands;;;ES-CN;;ChIJY1N174aqQQwRwMhLvvNAAwE;6/7/21;-22;1;-10;-13;-30;7
