country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;25/6/21;-9;15;42;-2;-22;-1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;26/6/21;-20;6;32;-6;-11;-3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;27/6/21;-15;33;12;-8;-10;-3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;28/6/21;0;19;52;-1;-21;-1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;29/6/21;-3;16;39;-5;-20;-1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;30/6/21;-1;17;42;0;-22;-3
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;1/7/21;0;23;50;5;-25;-1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;2/7/21;-15;12;23;-6;-26;0
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;3/7/21;-20;9;34;-6;-13;-5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;4/7/21;-15;49;29;-4;-8;-5
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;5/7/21;-5;18;52;-6;-37;-2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;6/7/21;-7;16;51;-4;-41;1
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;7/7/21;-21;-22;56;-13;-54;6
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;8/7/21;-9;22;51;-6;-41;2
ES;Spain;Navarre;;;ES-NC;;ChIJhVbJl_eSUA0RDop817cZqx0;9/7/21;-23;6;32;-12;-40;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;1/1/21;-71;-80;-34;-64;-80;25
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;2/1/21;-33;-5;-20;-36;-16;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;3/1/21;-27;;-29;-31;-9;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;4/1/21;-7;15;-9;-20;-28;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;5/1/21;-9;30;3;-22;-36;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;6/1/21;-56;-70;-26;-51;-76;21
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;7/1/21;-37;-3;-52;-45;-36;15
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;8/1/21;-45;-10;-57;-48;-34;18
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;9/1/21;-51;-2;-43;-48;-20;15
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;10/1/21;-54;;-53;-50;-21;14
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;11/1/21;-33;2;-31;-22;-12;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;12/1/21;-44;0;-21;-30;-22;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;13/1/21;-48;-2;-25;-29;-23;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;14/1/21;-51;-6;-30;-33;-26;10
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;15/1/21;-57;-10;-41;-38;-27;12
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;16/1/21;-63;-12;-37;-52;-29;14
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;17/1/21;-69;;-38;-51;-35;14
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;18/1/21;-49;-10;-32;-33;-19;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;19/1/21;-51;-11;-27;-35;-28;10
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;20/1/21;-55;-14;-39;-38;-28;11
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;21/1/21;-54;-9;-27;-37;-28;11
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;22/1/21;-61;-15;-48;-40;-28;15
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;23/1/21;-64;-10;-32;-51;-28;15
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;24/1/21;-69;;-35;-51;-35;14
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;25/1/21;-50;-8;-32;-33;-18;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;26/1/21;-51;-8;-20;-33;-26;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;27/1/21;-52;-9;-20;-34;-25;10
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;28/1/21;-51;-6;-17;-37;-26;10
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;29/1/21;-55;-5;-24;-39;-31;13
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;30/1/21;-62;-8;-29;-54;-26;14
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;31/1/21;-67;;-36;-51;-31;14
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;1/2/21;-48;-7;-26;-33;-16;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;2/2/21;-48;-6;-14;-34;-25;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;3/2/21;-50;-5;-19;-34;-23;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;4/2/21;-50;-3;-20;-35;-24;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;5/2/21;-53;-1;-29;-35;-21;10
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;6/2/21;-60;-5;-25;-49;-24;12
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;7/2/21;-64;;-29;-46;-31;12
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;8/2/21;-47;-6;-32;-31;-14;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;9/2/21;-47;-4;-21;-32;-22;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;10/2/21;-46;-3;-17;-31;-21;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;11/2/21;-45;0;-10;-32;-21;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;12/2/21;-49;2;-20;-34;-20;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;13/2/21;-53;2;-10;-47;-21;10
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;14/2/21;-57;;-18;-42;-26;11
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;15/2/21;-44;-6;-22;-29;-15;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;16/2/21;-45;-3;-9;-30;-21;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;17/2/21;-39;-2;-6;-27;-18;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;18/2/21;-39;0;-6;-29;-20;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;19/2/21;-42;1;-10;-28;-17;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;20/2/21;-46;-2;0;-44;-18;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;21/2/21;-51;;-27;-41;-24;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;22/2/21;-39;-4;-18;-26;-10;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;23/2/21;-38;-3;-6;-28;-19;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;24/2/21;-37;-2;-11;-28;-18;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;25/2/21;-36;2;-12;-29;-19;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;26/2/21;-39;4;-17;-28;-16;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;27/2/21;-40;1;-5;-42;-16;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;28/2/21;-47;;-30;-40;-21;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;1/3/21;-37;-1;-27;-26;-10;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;2/3/21;-36;0;-14;-27;-18;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;3/3/21;-34;2;-13;-26;-17;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;4/3/21;-33;2;-11;-27;-18;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;5/3/21;-35;3;-19;-26;-15;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;6/3/21;-39;-1;-21;-44;-15;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;7/3/21;-57;;-66;-56;-26;12
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;8/3/21;-36;-7;-31;-28;-9;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;9/3/21;-32;5;-14;-28;-17;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;10/3/21;-30;2;-2;-23;-16;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;11/3/21;-29;3;-1;-26;-17;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;12/3/21;-31;1;-5;-25;-14;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;13/3/21;-33;-1;14;-38;-11;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;14/3/21;-32;;8;-33;-14;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;15/3/21;-29;0;-8;-22;-7;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;16/3/21;-29;2;1;-25;-16;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;17/3/21;-27;6;3;-21;-14;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;18/3/21;-25;22;-27;-24;-16;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;19/3/21;-43;-47;-20;-51;-70;20
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;20/3/21;-39;5;-22;-43;-18;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;21/3/21;-36;;-3;-34;-13;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;22/3/21;-30;3;-9;-21;-6;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;23/3/21;-29;3;6;-22;-15;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;24/3/21;-28;4;2;-24;-15;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;25/3/21;-24;9;5;-22;-16;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;26/3/21;-29;-5;7;-26;-23;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;27/3/21;-33;3;8;-37;-9;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;28/3/21;-33;;-2;-36;-11;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;29/3/21;-24;3;0;-26;-21;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;30/3/21;-22;7;13;-29;-28;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;31/3/21;-16;23;20;-23;-28;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;1/4/21;-22;5;37;-42;-62;11
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;2/4/21;-45;-55;59;-51;-74;18
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;3/4/21;-36;7;12;-45;-17;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;4/4/21;-30;;0;-34;-9;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;5/4/21;-20;13;17;-26;-28;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;6/4/21;-29;-10;43;-36;-41;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;7/4/21;-29;9;-18;-29;-24;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;8/4/21;-26;8;-6;-29;-23;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;9/4/21;-32;3;-18;-32;-20;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;10/4/21;-37;2;-22;-44;-11;7
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;11/4/21;-30;;-2;-30;-9;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;12/4/21;-27;5;-11;-19;-5;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;13/4/21;-27;6;7;-22;-14;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;14/4/21;-30;4;-19;-25;-14;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;15/4/21;-35;-3;-44;-34;-16;8
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;16/4/21;-28;5;-8;-23;-11;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;17/4/21;-30;3;4;-36;-7;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;18/4/21;-30;;0;-31;-10;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;19/4/21;-25;3;-2;-19;-3;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;20/4/21;-25;3;3;-22;-12;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;21/4/21;-27;5;-8;-23;-12;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;22/4/21;-28;3;-16;-27;-14;6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;23/4/21;-26;6;-9;-23;-9;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;24/4/21;-32;2;-16;-41;-9;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;25/4/21;-33;;-23;-37;-12;5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;26/4/21;-26;4;-18;-23;-4;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;27/4/21;-25;3;-3;-23;-12;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;28/4/21;-22;7;4;-20;-11;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;29/4/21;-20;9;6;-21;-12;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;30/4/21;-20;21;-3;-18;-9;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;1/5/21;-27;-27;26;-35;-25;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;2/5/21;-13;;1;-25;-1;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;3/5/21;-24;12;-16;-18;-7;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;4/5/21;-21;12;14;-19;-12;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;5/5/21;-20;12;9;-17;-12;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;6/5/21;-20;10;12;-19;-13;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;7/5/21;-20;9;13;-18;-9;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;8/5/21;-24;3;27;-31;-6;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;9/5/21;-22;;-2;-29;-7;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;10/5/21;-21;10;-3;-15;-3;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;11/5/21;-18;11;16;-17;-12;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;12/5/21;-18;12;15;-12;-12;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;13/5/21;-17;13;15;-13;-14;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;14/5/21;-18;10;17;-11;-11;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;15/5/21;-22;2;37;-26;-8;-2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;16/5/21;-27;;6;-25;-10;-2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;17/5/21;-20;10;2;-12;-4;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;18/5/21;-18;9;16;-15;-12;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;19/5/21;-19;12;12;-17;-11;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;20/5/21;-17;12;16;-21;-13;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;21/5/21;-18;10;18;-14;-9;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;22/5/21;-25;1;27;-28;-6;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;23/5/21;-50;;-67;-48;-22;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;24/5/21;-16;13;11;-7;-2;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;25/5/21;-17;14;19;-10;-11;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;26/5/21;-16;14;17;-8;-11;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;27/5/21;-18;12;-3;-17;-13;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;28/5/21;-15;12;18;-9;-9;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;29/5/21;-20;3;41;-25;-6;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;30/5/21;-23;;12;-22;-10;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;31/5/21;-14;14;7;-10;-2;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;1/6/21;-15;14;14;-8;-12;3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;2/6/21;-12;17;26;-6;-11;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;3/6/21;-10;17;24;-11;-13;2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;4/6/21;-11;15;23;-6;-7;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;5/6/21;-24;5;-9;-31;-10;4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;6/6/21;-19;;19;-18;-9;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;7/6/21;-10;15;20;-6;-3;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;8/6/21;-1;28;45;-7;-11;-2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;9/6/21;-31;-48;62;-35;-69;9
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;10/6/21;-8;29;26;-7;-14;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;11/6/21;-13;17;30;-8;-11;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;12/6/21;-21;5;41;-24;-9;-3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;13/6/21;-24;;15;-18;-12;-4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;14/6/21;-13;13;18;-5;-5;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;15/6/21;-11;16;33;-9;-14;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;16/6/21;-10;17;30;2;-15;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;17/6/21;-10;16;25;-5;-18;1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;18/6/21;-14;11;26;-11;-14;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;19/6/21;-25;1;25;-26;-12;-3
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;20/6/21;-25;;19;-20;-15;-4
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;21/6/21;-10;13;29;-3;-10;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;22/6/21;-9;14;44;-5;-19;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;23/6/21;-9;13;40;-2;-19;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;24/6/21;-1;18;47;-5;-21;0
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;25/6/21;-10;14;38;-11;-17;-1
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;26/6/21;-20;4;59;-22;-12;-5
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;27/6/21;-19;;26;-13;-11;-6
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;28/6/21;-10;11;30;-4;-13;-2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;29/6/21;-6;13;46;-7;-22;-2
ES;Spain;Region of Murcia;;;ES-MC;;ChIJza6U13waYw0RIthUR_UzzhQ;30/6/21;-6;17;46;-3;-21;-2
